"Team","Year","Player.(53)","Pos","Age","Cap.Hit","Cap.Hit.Pct","Dead.Cap","Base.Salary","Cap_Hit","Cap.Hit.Pct.League.Cap","Base.P5.Salary","Signing.Bonus.Proration","Per.Game.Bonus","Roster.Bonus","Option.Bonus","Workout.Bonus","Restructure.Proration","Incentives.Likely","Player.(55)","Player.Name","Player.(54)","Player.(52)"
"Detroit Lions",2022,"Swift  D'Andre Swift","RB",23,"$2,328,795","1.12%","($3,271,325)","$1,386,265",NA,NA,NA,"$942,530","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Hughes  Mike Hughes","CB",25,"$2,250,000","1.08%","($1,000,000)","$1,250,000",NA,NA,NA,"$575,000","-","$425,000","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Anzalone  Alex Anzalone","ILB",28,"$2,161,764","1.04%","($1,750,000)","$1,035,000",NA,NA,NA,"$715,000","-","$411,765","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Brown  Evan Brown","C",26,"$2,013,235","0.97%","($625,000)","$1,200,000",NA,NA,NA,"$600,000","-","$188,235","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Reynolds  Josh Reynolds","WR",27,"$2,000,000","0.96%","($2,750,000)","$1,200,000",NA,NA,NA,"$750,000","-","-","-","$50,000","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Board  Chris Board","LB",27,"$1,994,112","0.96%","($1,000,000)","$1,500,000",NA,NA,NA,"$400,000","-","$94,112","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Raymond  Kalif Raymond","WR",28,"$1,975,000","0.95%","($2,900,000)","$1,300,000",NA,NA,NA,"$625,000","-","-","-","$50,000","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Cabinda  Jason Cabinda","FB",26,"$1,535,000","0.74%","($2,035,000)","$1,035,000",NA,NA,NA,"$500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Woods  Josh Woods","LB",26,"$1,526,470","0.73%","($750,000)","$1,200,000",NA,NA,NA,"$250,000","-","$76,471","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Paschal  Josh Paschal","DE",23,"$1,406,482","0.68%","($4,137,548)","$705,000",NA,NA,NA,"$701,482","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Jackson  Jonah Jackson","G",25,"$1,308,209","0.63%","($524,280)","$1,046,069",NA,NA,NA,"$262,140","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Fox  Jack Fox","P",26,"$1,245,000","0.60%","($5,561,667)","$895,000",NA,NA,NA,"$350,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"McNeill  Alim McNeill","DT",22,"$1,165,724","0.56%","($817,737)","$893,145",NA,NA,NA,"$272,579","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Bryant  Austin Bryant","OLB",26,"$1,148,158","0.55%","($183,158)","$965,000",NA,NA,NA,"$183,158","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Elliott  Deshon Elliott","S",25,"$1,100,000","0.53%","($135,000)","$965,000",NA,NA,NA,"$135,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Melifonwu  Ifeatu Melifonwu","CB",23,"$1,087,694","0.52%","($630,465)","$877,539",NA,NA,NA,"$210,155","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Stenberg  Logan Stenberg","G",25,"$1,080,410","0.52%","($370,820)","$895,000",NA,NA,NA,"$185,410","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Sudfeld  Nate Sudfeld","QB",29,"$1,035,000","0.50%","-","$1,035,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"St. Brown  Amon-Ra St. Brown","WR",23,"$1,021,313","0.49%","($588,939)","$825,000",NA,NA,NA,"$196,313","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Barnes  Derrick Barnes","OLB",23,"$1,020,301","0.49%","($585,903)","$825,000",NA,NA,NA,"$195,301","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Buggs  Isaiah Buggs","DE",26,"$965,000","0.46%","-","$965,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Cominsky  John Cominsky","DE",27,"$965,000","0.46%","-","$965,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Joseph  Kerby Joseph","S",22,"$917,255","0.44%","($849,020)","$705,000",NA,NA,NA,"$212,255","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Nelson  Matt Nelson","T",27,"$895,000","0.43%","-","$895,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Jackson  Justin Jackson","RB",26,"$845,274","0.41%","($500,000)","$977,500",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Daly  Scott Daly","LS",28,"$825,000","0.40%","-","$825,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Jones  Benito Jones","DT",25,"$825,000","0.40%","-","$825,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Wright  Brock Wright","TE",24,"$825,000","0.40%","-","$825,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Reynolds  Craig Reynolds","RB",26,"$810,000","0.39%","-","$735,000",NA,NA,NA,"-","-","-","-","$75,000","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Mitchell  James Mitchell","TE",23,"$765,638","0.37%","($242,552)","$705,000",NA,NA,NA,"$60,638","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Rodríguez  Malcolm Rodríguez","LB",23,"$751,980","0.36%","($187,920)","$705,000",NA,NA,NA,"$46,980","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Skipper  Dan Skipper","T",28,"$745,830","0.36%","-","$895,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Pittman  Anthony Pittman","LB",26,"$687,495","0.33%","-","$825,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Awosika  Kayode Awosika","G",24,"$665,833","0.32%","-","$665,833",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Moore  C.J. Moore","S",27,"$589,722","0.28%","-","$965,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Badgley  Michael Badgley","K",27,"$546,942","0.26%","-","$1,035,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Jacobs  Jerry Jacobs","CB",25,"$456,166","0.22%","($2,334)","$455,000",NA,NA,NA,"$1,166","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Zylstra  Shane Zylstra","TE",26,"$412,497","0.20%","-","$825,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Pierschbacher  Ross Pierschbacher","G",27,"$248,610","0.12%","-","$895,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2022,"Houston  James Houston","OLB",24,"$235,002","0.11%","-","$705,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Goff  Jared Goff","QB",29,"$30,975,000","13.78%","($35,975,000)","$20,975,000",NA,NA,NA,"-","-","$5,000,000","-","-","$5,000,000","-",NA,NA,NA,NA
"Detroit Lions",2023,"Decker  Taylor Decker","LT",30,"$19,350,000","8.61%","($28,650,000)","$13,700,000",NA,NA,NA,"$1,500,000","-","-","-","$250,000","$3,900,000","-",NA,NA,NA,NA
"Detroit Lions",2023,"Ragnow  Frank Ragnow","C",27,"$16,450,000","7.32%","($29,650,000)","$11,550,000",NA,NA,NA,"$1,200,000","-","-","$3,600,000","$100,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Hutchinson  Aidan Hutchinson","DE",23,"$8,116,679","3.61%","($29,220,043)","$870,000",NA,NA,NA,"$5,788,343","-","$1,458,336","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Sewell  Penei Sewell","RT",23,"$6,572,473","2.92%","($14,240,359)","$940,000",NA,NA,NA,"$3,721,649","-","$1,910,824","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Walker  Tracy Walker","FS",28,"$6,321,667","2.81%","($13,598,336)","$1,450,000",NA,NA,NA,"$2,321,667","-","-","-","$50,000","$2,500,000","-",NA,NA,NA,NA
"Detroit Lions",2023,"Okwara  Romeo Okwara","OLB",28,"$5,970,576","2.66%","($9,000,000)","$2,000,000",NA,NA,NA,"$3,500,000","$470,576","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Harris  Charles Harris","DE",28,"$5,179,498","2.30%","($6,976,668)","$3,000,000",NA,NA,NA,"$1,988,333","$191,165","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Gardner-Johnson  Chauncey Gardner-Johnson","S",26,"$4,500,000","2.00%","($6,500,000)","$2,500,000",NA,NA,NA,"$2,000,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Reynolds  Josh Reynolds","WR",28,"$4,000,000","1.78%","($3,600,000)","$1,800,000",NA,NA,NA,"$750,000","$400,000","$1,000,000","-","$50,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Williams  Jameson Williams","WR",22,"$3,713,318","1.65%","($7,409,613)","$893,447",NA,NA,NA,"$2,469,871","-","$350,000","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Sutton  Cameron Sutton","CB",28,"$3,280,000","1.46%","($21,000,000)","$1,100,000",NA,NA,NA,"$2,180,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Jackson  Jonah Jackson","G",26,"$3,254,140","1.45%","($262,140)","$2,992,000",NA,NA,NA,"$262,140","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Gibbs  Jahmyr Gibbs","RB",21,"$3,244,569","1.44%","($17,845,130)","$750,000",NA,NA,NA,"$2,494,569","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Montgomery  David Montgomery","RB",26,"$2,786,754","1.24%","($8,750,000)","$1,250,000",NA,NA,NA,"$1,125,000","$411,754","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Raymond  Kalif Raymond","WR",29,"$2,775,000","1.23%","($11,225,000)","$1,350,000",NA,NA,NA,"$1,375,000","-","-","-","$50,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Glasgow  Graham Glasgow","G",31,"$2,680,000","1.19%","($2,500,000)","$1,500,000",NA,NA,NA,"$930,000","$250,000","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Campbell  Jack Campbell","LB",23,"$2,676,728","1.19%","($14,722,004)","$750,000",NA,NA,NA,"$1,926,728","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Anzalone  Alex Anzalone","ILB",29,"$2,494,112","1.11%","($9,000,000)","$1,200,000",NA,NA,NA,"$1,200,000","$94,112","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Bridgewater  Teddy Bridgewater","QB",31,"$2,376,470","1.06%","($2,550,000)","$1,550,000",NA,NA,NA,"$500,000","$26,470","-","-","-","-","$300,000",NA,NA,NA,NA
"Detroit Lions",2023,"Cominsky  John Cominsky","DE",28,"$2,300,000","1.02%","($4,000,000)","$1,100,000",NA,NA,NA,"$1,200,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Onwuzurike  Levi Onwuzurike","DT",25,"$2,222,425","0.99%","($1,743,234)","$1,300,808",NA,NA,NA,"$821,617","-","-","-","$100,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Fox  Jack Fox","P",27,"$1,965,000","0.87%","($4,550,000)","$1,115,000",NA,NA,NA,"$350,000","-","-","-","-","$500,000","-",NA,NA,NA,NA
"Detroit Lions",2023,"Paschal  Josh Paschal","DE",24,"$1,758,102","0.78%","($3,436,066)","$1,056,620",NA,NA,NA,"$701,482","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Reeves-Maybin  Jalen Reeves-Maybin","OLB",28,"$1,750,000","0.78%","($1,750,000)","$1,250,000",NA,NA,NA,"$500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"LaPorta  Sam LaPorta","TE",22,"$1,721,089","0.77%","($7,517,173)","$750,000",NA,NA,NA,"$971,089","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Okwara  Julian Okwara","OLB",26,"$1,569,063","0.70%","($286,607)","$1,282,456",NA,NA,NA,"$286,607","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Peoples-Jones  Donovan Peoples-Jones","WR",24,"$1,523,889","0.68%","-","$2,743,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Branch  Brian Branch","S",22,"$1,458,496","0.65%","($5,623,608)","$750,000",NA,NA,NA,"$708,496","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"McNeill  Alim McNeill","DT",23,"$1,398,869","0.62%","($570,158)","$1,101,290",NA,NA,NA,"$272,579","-","-","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Melifonwu  Ifeatu Melifonwu","CB",24,"$1,305,233","0.58%","($445,310)","$1,070,078",NA,NA,NA,"$210,155","-","-","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Harris  Will Harris","S",28,"$1,232,500","0.55%","($2,582,500)","$2,430,000",NA,NA,NA,"$152,500","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Joseph  Kerby Joseph","SS",23,"$1,146,568","0.51%","($661,765)","$909,313",NA,NA,NA,"$212,255","-","-","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"St. Brown  Amon-Ra St. Brown","WR",24,"$1,136,313","0.51%","($392,626)","$940,000",NA,NA,NA,"$196,313","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Barnes  Derrick Barnes","OLB",24,"$1,135,301","0.51%","($390,602)","$940,000",NA,NA,NA,"$195,301","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Martin  Brodric Martin","DT",24,"$964,379","0.43%","($857,516)","$750,000",NA,NA,NA,"$214,379","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Jacobs  Jerry Jacobs","CB",26,"$941,167","0.42%","($1,167)","$940,000",NA,NA,NA,"$1,167","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Reynolds  Craig Reynolds","RB",27,"$940,000","0.42%","($1,080,000)","$1,080,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Jones  Benito Jones","DT",26,"$940,000","0.42%","-","$940,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Pittman  Anthony Pittman","LB",27,"$940,000","0.42%","-","$940,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Wright  Brock Wright","TE",25,"$940,000","0.42%","-","$940,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Mitchell  James Mitchell","TE",24,"$930,638","0.41%","($181,914)","$870,000",NA,NA,NA,"$60,638","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Rodríguez  Malcolm Rodríguez","LB",24,"$916,980","0.41%","($140,940)","$870,000",NA,NA,NA,"$46,980","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Sorsdal  Colby Sorsdal","T",23,"$830,021","0.37%","($320,084)","$750,000",NA,NA,NA,"$80,021","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Hooker  Hendon Hooker","QB",25,"$789,823","0.35%","($1,159,288)","$500,001",NA,NA,NA,"$289,822","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Dorsey  Khalil Dorsey","CB",25,"$782,222","0.35%","-","$782,222",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Awosika  Kayode Awosika","G",25,"$773,328","0.34%","-","$870,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Gilmore  Steven Gilmore","CB",24,"$755,000","0.34%","($75,000)","$750,000",NA,NA,NA,"$5,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Skipper  Dan Skipper","T",29,"$729,443","0.32%","-","$1,010,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"McQuaide  Jake McQuaide","LS",36,"$417,778","0.19%","-","$1,165,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Vildor  Kindle Vildor","CB",26,"$280,556","0.12%","-","$1,010,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2023,"Badgley  Michael Badgley","K",28,"$120,000","0.05%","-","$1,080,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Goff  Jared Goff","QB",30,"$27,211,000","10.65%","($123,611,000)","$2,611,000",NA,NA,NA,"$14,600,000","-","$5,000,000","-","-","$5,000,000","-",NA,NA,NA,NA
"Detroit Lions",2024,"Ragnow  Frank Ragnow","C",28,"$12,800,000","5.01%","($13,200,000)","$7,900,000",NA,NA,NA,"$1,200,000","-","-","$3,600,000","$100,000","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Decker  Taylor Decker","LT",31,"$10,958,000","4.29%","($41,630,000)","$1,210,000",NA,NA,NA,"$4,648,000","$450,000","$500,000","-","$250,000","$3,900,000","-",NA,NA,NA,NA
"Detroit Lions",2024,"Sewell  Penei Sewell","RT",24,"$8,167,649","3.20%","($46,707,649)","$1,446,000",NA,NA,NA,"$6,721,649","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Zeitler  Kevin Zeitler","G",34,"$5,940,000","2.33%","($5,490,000)","$1,210,000",NA,NA,NA,"$4,280,000","$450,000","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"McNeill  Alim McNeill","DT",24,"$5,388,579","2.11%","($28,333,246)","$3,091,000",NA,NA,NA,"$2,272,579","-","-","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Reader  D.J. Reader","DT",30,"$5,303,000","2.08%","($7,425,000)","$1,210,000",NA,NA,NA,"$1,243,000","$550,000","$2,100,000","-","$200,000","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Montgomery  David Montgomery","RB",27,"$5,060,046","1.98%","($15,906,666)","$2,270,833",NA,NA,NA,"$2,370,833","$411,765","-","-","$6,615","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"St. Brown  Amon-Ra St. Brown","WR",25,"$4,862,313","1.90%","($34,862,313)","$1,366,000",NA,NA,NA,"$3,496,313","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Williams  Jameson Williams","WR",23,"$4,762,306","1.86%","($4,939,742)","$1,892,435",NA,NA,NA,"$2,469,871","-","$400,000","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Davis  Carlton Davis","CB",28,"$4,529,483","1.77%","($13,097,932)","$1,255,000",NA,NA,NA,"$3,274,483","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Gibbs  Jahmyr Gibbs","RB",22,"$4,055,712","1.59%","($14,600,561)","$915,000",NA,NA,NA,"$2,494,569","-","$646,143","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Fox  Jack Fox","P",28,"$3,975,000","1.56%","($2,550,000)","$2,975,000",NA,NA,NA,"$350,000","-","-","-","$150,000","$500,000","-",NA,NA,NA,NA
"Detroit Lions",2024,"Campbell  Jack Campbell","OLB",24,"$3,345,911","1.31%","($12,045,276)","$949,183",NA,NA,NA,"$1,926,728","-","$470,000","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Robertson  Amik Robertson","CB",26,"$2,850,000","1.12%","($4,500,000)","$1,200,000",NA,NA,NA,"$1,650,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Glasgow  Graham Glasgow","G",32,"$2,687,500","1.05%","($8,250,000)","$1,250,000",NA,NA,NA,"$1,437,500","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Arnold  Terrion Arnold","CB",21,"$2,607,947","1.02%","($14,995,697)","$795,000",NA,NA,NA,"$1,812,947","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Onwuzurike  Levi Onwuzurike","DT",26,"$2,592,829","1.02%","($821,617)","$1,771,212",NA,NA,NA,"$821,617","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Moseley  Emmanuel Moseley","CB",28,"$2,169,117","0.85%","-","$1,125,000",NA,NA,NA,"$1,000,000","$44,118","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"LaPorta  Sam LaPorta","TE",23,"$2,151,361","0.84%","($5,796,084)","$1,180,272",NA,NA,NA,"$971,089","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Paschal  Josh Paschal","DE",25,"$2,109,723","0.83%","($1,677,964)","$1,408,241",NA,NA,NA,"$701,482","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Branch  Brian Branch","S",23,"$1,823,120","0.71%","($4,165,112)","$1,114,624",NA,NA,NA,"$708,496","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Wright  Brock Wright","TE",26,"$1,764,000","0.69%","($4,600,000)","$1,055,000",NA,NA,NA,"$709,000","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Dorsey  Khalil Dorsey","CB",26,"$1,400,000","0.55%","-","$1,055,000",NA,NA,NA,"-","-","$295,000","-","$50,000","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Joseph  Kerby Joseph","SS",24,"$1,375,883","0.54%","($424,510)","$1,138,628",NA,NA,NA,"$212,255","-","-","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Hooker  Hendon Hooker","QB",26,"$1,299,778","0.51%","($869,466)","$1,009,956",NA,NA,NA,"$289,822","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Martin  Brodric Martin","DT",25,"$1,205,474","0.47%","($643,137)","$991,095",NA,NA,NA,"$214,379","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Vildor  Kindle Vildor","CB",27,"$1,152,500","0.45%","($167,500)","$1,125,000",NA,NA,NA,"$167,500","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Reynolds  Craig Reynolds","RB",28,"$1,125,000","0.44%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Skipper  Dan Skipper","LT",30,"$1,010,000","0.40%","-","$1,125,000",NA,NA,NA,"-","-","-","-","$25,000","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Sorsdal  Colby Sorsdal","RT",24,"$995,021","0.39%","($240,063)","$915,000",NA,NA,NA,"$80,021","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Niemann  Ben Niemann","OLB",29,"$985,000","0.39%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Awosika  Kayode Awosika","G",26,"$985,000","0.39%","-","$985,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Manu  Giovanni Manu","LT",23,"$976,414","0.38%","($725,656)","$795,000",NA,NA,NA,"$181,414","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Vaki  Sione Vaki","RB",23,"$958,386","0.38%","($653,544)","$795,000",NA,NA,NA,"$163,386","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Nowaske  Trevor Nowaske","LB",26,"$915,000","0.36%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Bates  Jake Bates","K",24,"$895,000","0.35%","($150,000)","$795,000",NA,NA,NA,"$50,000","-","$50,000","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Mahogany  Christian Mahogany","G",24,"$829,597","0.32%","($138,388)","$795,000",NA,NA,NA,"$34,597","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Robinson  Allen Robinson","WR",31,"$820,833","0.32%","-","$1,210,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Patrick  Tim Patrick","WR",31,"$820,833","0.32%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Strickland  Loren Strickland","S",24,"$795,500","0.31%","($5,000)","$795,000",NA,NA,NA,"$500","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Hatten  Hogan Hatten","LS",24,"$795,333","0.31%","($1,000)","$795,000",NA,NA,NA,"$333","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Joseph  Brandon Joseph","S",23,"$795,000","0.31%","-","$795,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Niese  Michael Niese","C",26,"$795,000","0.31%","-","$795,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"O'Connor  Pat O'Connor","DE",31,"$656,664","0.26%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Smith  Za'Darius Smith","DE",32,"$605,000","0.24%","($605,000)","$605,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Muhammad  Al-Quadin Muhammad","DE",29,"$562,500","0.22%","-","$562,500",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Zylstra  Shane Zylstra","TE",28,"$492,498","0.19%","-","$985,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Turner  Ezekiel Turner","OLB",28,"$437,778","0.17%","-","$1,210,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Williams  Jonah Williams","DE",29,"$351,667","0.14%","-","$1,055,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Alexander  Kwon Alexander","ILB",30,"$328,333","0.13%","-","$1,210,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Detroit Lions",2024,"Long  David Long","ILB",28,"$328,333","0.13%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
