"Team","Year","Player.(53)","Pos","Age","Cap.Hit","Cap.Hit.Pct","Dead.Cap","Base.Salary","Cap_Hit","Cap.Hit.Pct.League.Cap","Base.P5.Salary","Signing.Bonus.Proration","Per.Game.Bonus","Roster.Bonus","Option.Bonus","Workout.Bonus","Restructure.Proration","Incentives.Likely","Player.(55)","Player.Name","Player.(54)","Player.(52)"
"Denver Broncos",2023,"Cushenberry  Lloyd Cushenberry","C",26,"$2,979,544",NA,"($236,544)",NA,NA,"1.33%","$2,743,000","$236,544","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Manhertz  Chris Manhertz","TE",31,"$2,695,000",NA,"($3,340,000)",NA,NA,"1.20%","$1,590,000","$625,000","$480,000","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Williams  Javonte Williams","RB",23,"$2,417,932",NA,"($1,903,910)",NA,NA,"1.08%","$1,465,977","$951,955","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Fleming  Cameron Fleming","T",31,"$2,260,000",NA,"($2,010,000)",NA,NA,"1.01%","$1,760,000","$250,000","$100,000","-","-","$150,000","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Purcell  Mike Purcell","DT",32,"$2,250,000",NA,"($3,735,000)",NA,NA,"1.00%","$1,485,000","$765,000","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Smith  Tremon Smith","CB",27,"$1,800,000",NA,"($2,500,000)",NA,NA,"0.80%","$1,100,000","$700,000","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Lutz  Wil Lutz","K",29,"$1,700,000",NA,"($3,670,000)",NA,NA,"0.76%","$1,250,000","-","$450,000","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Trautman  Adam Trautman","TE",26,"$1,500,000",NA,"($1,500,000)",NA,NA,"0.67%","$1,500,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Dixon  Riley Dixon","P",30,"$1,465,000",NA,"($1,765,000)",NA,NA,"0.65%","$1,165,000","$300,000","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Locke  P.J. Locke","SS",26,"$1,360,000",NA,"($254,000)",NA,NA,"0.61%","$1,010,000","$254,000","$96,000","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Bonitto  Nik Bonitto","LB",24,"$1,318,611",NA,"($1,049,667)",NA,NA,"0.59%","$968,722","$349,889","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Browning  Baron Browning","ILB",24,"$1,305,232",NA,"($420,310)",NA,NA,"0.58%","$1,095,077","$210,155","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Meinerz  Quinn Meinerz","G",25,"$1,305,232",NA,"($420,310)",NA,NA,"0.58%","$1,095,077","$210,155","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Moreau  Fabian Moreau","CB",29,"$1,300,000",NA,"($350,000)",NA,NA,"0.58%","$1,100,000","$200,000","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Mims  Marvin Mims","WR",21,"$1,103,388",NA,"($3,189,399)",NA,NA,"0.49%","$750,000","$353,388","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Burton  Michael Burton","FB",31,"$1,092,500",NA,"($1,317,500)",NA,NA,"0.49%","$1,165,000","$126,250","-","$26,250","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Strnad  Justin Strnad","ILB",27,"$1,069,443",NA,"($59,443)",NA,NA,"0.48%","$1,010,000","$59,443","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Mathis  Damarri Mathis","CB",24,"$1,064,741",NA,"($584,223)",NA,NA,"0.47%","$870,000","$194,741","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Sanders  Drew Sanders","LB",21,"$1,042,678",NA,"($1,170,712)",NA,NA,"0.46%","$750,000","$292,678","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Harris  Jonathan Harris","DT",27,"$1,010,000",NA,"-",NA,NA,"0.45%","$1,010,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Moss  Riley Moss","CB",23,"$990,452",NA,"($961,808)",NA,NA,"0.44%","$750,000","$240,452","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Cooper  Jonathon Cooper","OLB",25,"$965,168",NA,"($50,336)",NA,NA,"0.43%","$940,000","$25,168","-","-","-","-","-","-",NA,NA,NA,NA
"Denver Broncos",2023,"Wattenberg  Luke Wattenberg","C",26,"$941,930",NA,"($215,790)",NA,NA,"0.42%","$870,000","$71,930","-","-","-","-","-","-",NA,NA,NA,NA
